Id,Category
975210038410334209,neutral
975210047406919680,neutral
975210075974352896,neutral
975210143255113729,positive
975210182002143232,neutral
975210194174205952,positive
975210201547726849,positive
975210217079263234,positive
975210231109005313,positive
975210251548012544,positive
975210310880514048,neutral
975210315083341825,positive
975210332883996672,neutral
975210367671513088,positive
975210394418589696,neutral
975210465486934016,positive
975210479118356481,neutral
975210554100011008,neutral
975210559732895744,positive
975210564015218690,neutral
975210591785836544,positive
975210669401427968,positive
975210704230760448,positive
975210744454070273,positive
975210754289950720,neutral
975210862079193089,positive
975210958313279488,neutral
975210976227115009,neutral
975210977473040384,positive
975211066127998976,neutral
975211084197003266,neutral
975211118476972032,positive
975211247321866240,positive
975211260215115776,neutral
975211377093763072,neutral
975211508203339776,positive
975211558941831168,neutral
975211607167975424,positive
975211707604840448,neutral
975211778362589184,neutral
975211897078218753,positive
975211905571725312,neutral
975211967576182785,positive
975212035205222400,neutral
975212074778456064,neutral
975212150582018048,neutral
975212181485649921,positive
975212256186138624,neutral
975212311312060416,positive
975212318886776832,neutral
975212572730429440,neutral
975212662568075265,neutral
975212735096115200,positive
975212738275430400,positive
975212773373128704,neutral
975212878344028160,neutral
975212936020062209,positive
975212968542535680,neutral
975213072272052224,neutral
975213142228705280,positive
975213176412364800,positive
975213254703136768,positive
975213308356780032,positive
975213407816339456,neutral
975213571096367104,neutral
975213598803972096,positive
975213646983790592,positive
975213662154637313,positive
975213704231858176,neutral
975213780874362880,neutral
975213792824102912,neutral
975213913615855616,positive
975213914685259776,positive
975213937636524037,positive
975213987062099968,positive
975214018754265089,neutral
975214076866547713,neutral
975214095602409472,neutral
975214114178990080,neutral
975214203593109504,neutral
975214218390618112,positive
975214266964836352,neutral
975214282966257664,positive
975214301043503105,positive
975214380357996544,neutral
975214417951440896,positive
975214484787576832,neutral
975214498448662528,positive
975214511874543618,positive
975214703692664833,neutral
975214810680840193,neutral
975214815357497346,neutral
975214830184488961,positive
975215004189429762,neutral
975215011457941504,positive
975215012334751746,positive
975215070790672384,neutral
975215082828283905,neutral
975215164986294272,neutral
975215174767362048,positive
975215281533603840,positive
975215281365663746,neutral
975215285299851265,positive
975215325825327104,neutral
975215350051721216,neutral
975215376878379008,positive
975215423925846017,neutral
975215446067589120,positive
975215505933062144,positive
975215530016722944,neutral
975215602834001921,positive
975215692139020288,neutral
975215717040738304,positive
975215731326373888,positive
975215884334608384,positive
975215932048998400,neutral
975216079130775552,positive
975216223720886273,neutral
975216331149553665,neutral
975216363332558848,neutral
975216409109123072,positive
975216468139937792,neutral
975216510821064704,positive
975216554265657345,positive
975216601812234240,neutral
975216628433432576,neutral
975216638487273472,neutral
975216737523089410,neutral
975216748898250752,positive
975216856360513541,neutral
975216864811917312,neutral
975216886014099456,neutral
975216971376570368,neutral
975216983271645184,positive
975217078293577729,positive
975217111541825536,positive
975217125143924736,neutral
975217153744953345,neutral
975217207981428736,neutral
975217270942126081,neutral
975217382267412480,positive
975217444141768704,positive
975217588430020608,neutral
975217628850499584,positive
975217662602100737,neutral
975217768445325312,neutral
975217777928675328,neutral
975217786875207680,positive
975217805145423872,neutral
975217854365687808,neutral
975217888192643073,positive
975217916562952192,positive
975217961433731072,neutral
975217993847156736,neutral
975218060868153344,neutral
975218092610486273,positive
975218134893322240,neutral
975218148482822144,neutral
975218173304688640,positive
975218255622270976,positive
975218296386662401,positive
975218361230540800,neutral
975218428549017601,neutral
975218438200164353,positive
975218503534960641,positive
975218632010604544,neutral
975218697592868864,neutral
975218727707963396,positive
975218773295734784,neutral
975218800999223297,positive
975218843030294534,neutral
975218901830242305,neutral
975218944360370176,positive
975218998529859584,positive
975219039915126784,positive
975219121402064896,neutral
975219261663731712,neutral
975219289832566784,neutral
975219318915973120,neutral
975219417087819776,positive
975219437891497984,neutral
975219455851679744,positive
975219457587953664,positive
975219562105929729,neutral
975219786123636738,neutral
975219966633848833,neutral
975220011064287232,neutral
975220171882278912,neutral
975220217898061825,neutral
975220246251372544,neutral
975220330083115009,positive
975220336487739393,neutral
975220448114958342,neutral
975220461926694917,neutral
975220474652262400,positive
975220485670633473,positive
975220509217468419,neutral
975220527617814529,positive
975220559079337985,positive
975220633897324544,positive
975220693364236288,neutral
975220745973284864,neutral
975220756404756481,positive
975220995534471169,positive
975221108692672513,positive
975221106972835840,neutral
975221166406160384,positive
975221242453045248,neutral
975221252079022080,neutral
975221256936214529,positive
975221392835723265,positive
975221427824615424,neutral
975221435743526912,neutral
975221647451086848,neutral
975221657802428416,positive
975221713603461122,neutral
975221717692903424,neutral
975221902561239041,neutral
975221908550504448,positive
975221908802174976,neutral
975221919569072128,neutral
975222038800445441,neutral
975222039786135552,neutral
975222150389948416,neutral
975222463079550976,neutral
975222463754915840,neutral
975222470826274816,positive
975222490711580672,positive
975222529823531008,neutral
975222544608440321,positive
975222767862865921,positive
975222780059844609,neutral
975222854848409600,positive
975222891808722944,positive
975222911156961281,neutral
975222926604689408,positive
975222956703059968,neutral
975222970066096128,neutral
975222997836550144,positive
975223008490147840,positive
975223013669916672,positive
975223045274025985,positive
975223062596673536,neutral
975223103319048193,positive
975223237125619712,positive
975223316402360320,positive
975223327240290305,positive
975223404184784896,positive
975223413466841088,positive
975223460786946049,positive
975223506752303104,positive
975223631318999040,neutral
975223651673886720,positive
975223672498614274,positive
975223727842619392,neutral
975223779575054337,positive
975223876572495872,positive
975223934588276736,neutral
975224009846611968,neutral
975224172065439746,neutral
975224222514479106,neutral
975224269499072512,neutral
975224304140013568,neutral
975224462412001282,neutral
975224497572859904,neutral
975224520863776768,neutral
975224532599558173,neutral
975224538765012992,positive
975224585858646016,neutral
975224608377905153,positive
975224741316448256,positive
975224763458060288,neutral
975224855296708609,neutral
975224978499973122,neutral
975225029565718528,positive
975225221526540289,positive
975225263444373506,neutral
975225287117074432,positive
975225354091573249,positive
975225436396539904,positive
975225471372701696,neutral
975225475005022208,neutral
975225483297083392,neutral
975225494290378752,positive
975225498614804480,neutral
975225908335439872,positive
975225916572958720,positive
975226065969864704,positive
975226117526351873,positive
975226150535413761,neutral
975226189282340864,neutral
975226192843325442,positive
975226227161051136,positive
975226255187484672,positive
975226319494569984,neutral
975226403690958848,neutral
975226406320840704,positive
975226505042079744,positive
975226648374194176,positive
975226876934402048,positive
975226882907148289,positive
975226956399587329,positive
975226997520478208,positive
975227173073174528,neutral
975227202148081664,neutral
975227268644724741,positive
975227304556224513,positive
975227315411083264,positive
975227382951899136,neutral
975227417869668353,neutral
975227433476501504,neutral
975227450404700160,positive
975227477822922753,neutral
975227559968296960,neutral
975227585188724736,neutral
975227612275421184,neutral
975227699810545670,positive
975227837950050304,neutral
975227847706017792,neutral
975227858456141824,positive
975228134826983425,positive
975228150123659264,neutral
975228201029877760,neutral
975228487467352064,neutral
975228505699975168,positive
975228519683784704,positive
975228519641841664,positive
975228883585953792,positive
975228978117033985,neutral
975228981854138368,neutral
975229744999378944,positive
975229821809807360,positive
975229870031687680,positive
975229902134829057,neutral
975229944354746368,positive
975230097899728896,positive
975230177629229057,positive
975230207593295872,neutral
975230520794624000,neutral
975230639065714688,positive
975230647353724928,neutral
975230672141877248,positive
975230680748707840,positive
975230716463099905,positive
975230856200470530,neutral
975230886919720960,neutral
975230905563234305,neutral
975230925712777216,neutral
975230943207219201,neutral
975230994553819136,neutral
975231144995176454,positive
975231300406620161,neutral
975231370455801856,neutral
975231415183749120,neutral
975231434578259968,positive
975231504820314112,neutral
975231524453797888,neutral
975231720168464385,neutral
975232047756165121,positive
975232134259576832,neutral
975232198436622336,neutral
975232263108644864,positive
975232311619760128,positive
975232339700695040,neutral
975232389931663360,neutral
975232414342623232,positive
975232455685718017,neutral
975232470386798592,neutral
975232602251583489,positive
975232633637449728,neutral
975232735592656896,neutral
975232753095634944,positive
975232838785257472,positive
975232891981631488,neutral
975232904748990464,positive
975232905969577985,neutral
975232933676990464,neutral
975233056058441728,neutral
975233122416541698,neutral
975233279803699200,neutral
975233499291529216,positive
975233627314204672,neutral
975233669076889600,neutral
975233697115975691,positive
975233836731850757,positive
975233861511712768,positive
975233940389687297,positive
975234260146835456,neutral
975234317570867200,neutral
975234338731196416,neutral
975234436282200064,positive
975234542838497280,positive
975234592612302850,neutral
975234689807015936,positive
975234831331180544,positive
975234960779984897,positive
975235005575294977,neutral
975235087515058177,positive
975235129663807488,positive
975235162656182273,neutral
975235186446266368,neutral
975235241848770560,positive
975235247318192129,positive
975235256470163457,positive
975235367912771584,neutral
975235409520267264,positive
975235432215662593,neutral
975235445297762304,positive
975235467745615873,neutral
975235614969868288,neutral
975235620246188032,neutral
975235628186198017,positive
975235660817690625,neutral
975235827763572736,positive
975235947657814017,positive
975236076624400385,neutral
975236110975582210,positive
975236153262641152,neutral
975236164004253697,neutral
975236297701888001,positive
975236332762083328,positive
975236356531261440,neutral
975236411946254337,neutral
975236474630160384,neutral
975236534361243648,positive
975236547611066368,positive
975236583837245441,neutral
975236617517522944,neutral
975236641668268033,neutral
975236775026204673,neutral
975236780277379072,neutral
975236815450968064,neutral
975237009626169344,neutral
975237245585076224,neutral
975237293379211264,positive
975237332595982336,neutral
975237353492029440,neutral
975237388686553089,neutral
975237427542413313,neutral
975237510778445825,neutral
975237574045270016,positive
975237632673202176,neutral
975237649727279104,neutral
975237711211704321,positive
975237757252526080,positive
975237765515358209,neutral
975237796016222209,neutral
975237823535104000,positive
975237990472732673,neutral
975237999658176512,neutral
975238025520340997,neutral
975238034668048384,positive
975238043824160768,neutral
975238188448051200,neutral
975238273688834048,positive
975238315120107520,positive
975238380337287169,neutral
975238382493294592,neutral
975238398616141824,neutral
975238421143683078,neutral
975238431499579392,neutral
975238683090501633,neutral
975238775776321536,positive
975238808483479552,neutral
975238813445320704,neutral
975238892734435328,neutral
975238919536046082,neutral
975238940000010241,positive
975238950003515393,positive
975238969972723713,neutral
975239153108570112,neutral
975239166001930240,neutral
975239267977904128,neutral
975239426027634689,positive
975239522568065026,positive
975239529849384960,positive
975239808476835840,positive
975240032335183872,positive
975240104842289154,positive
975240208907108352,positive
975240573496983552,positive
975240605470257152,positive
975240954264289281,positive
975241064746336257,positive
975241380556546048,neutral
975241476593430529,neutral
975241584118661120,neutral
975241607669673984,neutral
975241874708381702,positive
975242099778977792,positive
975242215629860869,neutral
975242295971782656,positive
975242617989554176,neutral
975242700789346304,neutral
975242704509718528,neutral
975242824450011138,positive
975242959418478593,neutral
975242977902768128,neutral
975243101114544129,neutral
975243135927250945,positive
975243141614682112,neutral
975243490006151168,neutral
975243512324206592,positive
975243673221951488,positive
975243687864147968,neutral
975243694273105921,positive
975243955104182273,neutral
975244214471544833,neutral
975244552402485248,positive
975244565975203840,neutral
975244809634902017,neutral
975244896784338944,neutral
975244919601168384,neutral
975244968187973632,neutral
975244984042643456,positive
975245118906257409,positive
975245236506058752,neutral
975245312720756736,neutral
975245488881586176,neutral
975245605722181633,neutral
975245635740979200,positive
975245640254083072,positive
975245644758568960,neutral
975245674903101442,neutral
975245713847341056,neutral
975245742062288896,neutral
975245815500427264,neutral
975245844646678528,neutral
975245874530889728,neutral
975246150927298560,positive
975246181671620609,neutral
975246404779171845,neutral
975246475511738373,neutral
975246492683284480,neutral
975246533531750400,positive
975246581975969792,neutral
975246617128267776,neutral
975246670438027265,neutral
975246690902007808,positive
975246708782198785,neutral
975246834238029824,neutral
975246846107910145,neutral
975246904513609729,positive
975247038764871680,neutral
975247074089316353,neutral
975247288300793856,positive
975247336703082497,positive
975247411433021441,neutral
975247449047687168,neutral
975247515229417473,positive
975247715973128193,neutral
975247777159507969,neutral
975247823259291648,positive
975247828413964288,positive
975247861888634880,neutral
975247892028932096,positive
975247953131593729,neutral
975248019623878657,neutral
975248022916313088,neutral
975248051165114368,neutral
975248081343180800,neutral
975248083322834944,neutral
975248131532120064,neutral
975248284850819072,positive
975248336897937408,neutral
975248418447671296,positive
975248636304068608,positive
975248656478756864,neutral
975248876625051649,neutral
975248947953352704,positive
975249131840012289,neutral
975249149179215872,neutral
975249210084794369,neutral
975249211271688192,neutral
975249216074260480,positive
975249216124502016,positive
975249273871740929,positive
975249349469913089,neutral
975249510342561794,neutral
975249560447614977,neutral
975249594165719041,positive
975249607826395136,neutral
975249628294610945,neutral
975249661282824192,positive
975249662687903744,positive
975249804732305408,neutral
975249930423029760,neutral
975250015252893696,neutral
975250091622707201,positive
975250120139829248,positive
975250123058851841,positive
975250218768838656,neutral
975250285047185408,positive
975250326184976384,positive
975250360213426176,positive
975250502266114048,neutral
975250504149331968,positive
975250517512335360,neutral
975250522222612480,positive
975250532901310464,positive
975250537145929728,neutral
975250655303688192,positive
975250656150933504,neutral
975250722806812672,positive
975250726019411968,positive
975250737897885697,positive
975250756973596672,positive
975250760266022912,positive
975250824992579584,positive
975250893879865344,positive
975250977329729536,positive
975250999811149824,positive
975251000473735169,neutral
975251007176192000,neutral
975251016772853760,neutral
975251037262110720,neutral
975251108443471872,positive
975251170175455233,positive
975251191734022145,positive
975251203876642816,positive
975251241206013952,positive
975251457116196866,neutral
975251498681667584,positive
975251553769672704,positive
975251587953180672,positive
975251610682253312,positive
975251677619122176,neutral
975251682723618816,positive
975251683767971840,neutral
975251949569363969,neutral
975252044809322496,neutral
975252088971198464,positive
975252105920331776,neutral
975252117102370816,positive
975252301299507200,positive
975252327069188096,positive
975252346770018305,neutral
975252393460875264,neutral
975252396648607744,positive
975252534205050880,positive
975252559496609792,positive
975252577016147968,neutral
975252579952324608,positive
975252650903199744,positive
975252667307094017,positive
975252705332494338,neutral
975252717391269888,positive
975252850136748033,positive
975252866830127104,neutral
975252962619539459,positive
975253036930015232,positive
975253052071399424,neutral
975253071541321730,positive
975253090684334080,neutral
975253116726718464,neutral
975253125866184705,positive
975253147496140801,neutral
975253186083667968,positive
975253243256123392,positive
975253251418443776,positive
975253279402684416,neutral
975253375192219648,positive
975253533804105728,neutral
975253659603775488,neutral
975253674879475712,neutral
975253698048753665,neutral
975253719280308224,neutral
975253743603138560,neutral
975253767934263296,neutral
975253796392759296,positive
975253824905474048,neutral
975253834011312128,neutral
975254255136276487,neutral
975254352611823616,positive
975254361403109376,neutral
975254417535479813,neutral
975254557478543360,neutral
975254562029289474,positive
975254651686793216,positive
975254739465093120,positive
975254921095368704,positive
975255262243250176,positive
975255290458210304,neutral
975255405319376897,neutral
975255438588563456,positive
975255571061510144,positive
975255831200649216,positive
975255889107148800,neutral
975255933717708800,positive
975255970875101184,neutral
975256021479272448,positive
975256026126651392,positive
975256032782925825,neutral
975256063447465984,positive
975256112202113024,neutral
975256253919215616,neutral
975256266548371458,neutral
975256280687243264,neutral
975256288547495936,neutral
975256292225900544,neutral
975256310366294016,positive
975256335913832449,neutral
975256393115553794,neutral
975256411646152704,neutral
975256432227450880,neutral
975256434018418688,neutral
975256436472135680,positive
975256442813939713,positive
975256472895524864,positive
975256516424077313,neutral
975256530734993409,positive
975256585688764416,positive
975256717318434817,neutral
975256759131451392,positive
975256800655171585,neutral
975256858360471554,positive
975256896784416768,neutral
975256908939571202,positive
975256958688141312,positive
975256963528368128,neutral
975256989688201217,neutral
975256995593900033,positive
975257091014262784,positive
975257106201874432,positive
975257145905156097,positive
975257242550308864,positive
975257256446124032,neutral
975257325886951425,positive
975257438130659328,neutral
975257475963408385,positive
975257496263839744,positive
975257585917026304,neutral
975257618468945920,positive
975257641047023617,positive
975257712090124288,positive
975257765135319040,neutral
975257767475687424,neutral
975257790674436096,neutral
975257795208536064,neutral
975257816406650880,positive
975257839215181826,neutral
975258027094781952,positive
975258034434912257,positive
975258038687944704,positive
975258053682479104,positive
975258112214093825,neutral
975258228740116480,neutral
975258313297448960,neutral
975258353193676800,positive
975258478611779584,neutral
975258768886976513,positive
975258977821863938,positive
975259011934236672,positive
975259158650826752,neutral
975259187016970240,neutral
975259195149836288,positive
975259229878661122,positive
975259298648424449,positive
975259345922461698,positive
975259445054681088,neutral
975259485970210816,positive
975259494132232192,neutral
975259577154285571,positive
975259577930452992,positive
975259583324176384,neutral
975259587225030657,positive
975259610834640898,neutral
975259642719858689,positive
975259667046658048,positive
975259705869324288,neutral
975259712156504064,positive
975259777226944513,positive
975259805387501568,positive
975260053535182848,positive
975260073231552513,positive
975260124129497089,neutral
975260299778510848,positive
975260385463980032,positive
975260428602302464,neutral
975260490707353600,neutral
975260589982437376,neutral
975260612069658624,positive
975260612631629824,positive
975260615169191937,positive
975260616649621505,neutral
975260829628149760,neutral
975260879758479360,neutral
975260907210129408,positive
975260943335686144,neutral
975260993025581056,neutral
975260995957547008,positive
975261034821828608,positive
975261086751576064,neutral
975261123992723456,neutral
975261156976840705,neutral
975261254934605824,positive
975261303727063040,positive
975261326086897669,positive
975261326355218432,neutral
975261357921710080,neutral
975261440025268225,positive
975261594165960704,positive
975261597231976448,positive
975261711707004928,neutral
975261712961032193,neutral
975261755541778432,positive
975261770284781569,positive
975261777482211329,neutral
975261784931291141,positive
975261806368305152,positive
975261916145729536,neutral
975261969417687040,positive
975261983430684672,neutral
975262116432105472,neutral
975262178772074496,neutral
975262190277136384,positive
975262193678565376,positive
975262201215930368,neutral
975262287215738881,positive
975262288910344193,neutral
975262309609328640,neutral
975262348431773696,neutral
975262352919744514,neutral
975262423715385344,neutral
975262463158571014,neutral
975262599464943616,positive
975262618784030720,neutral
975262645774376960,neutral
975262698236731392,positive
975262755233165312,neutral
975262824724402178,positive
975262859428028418,neutral
975262861474910208,positive
975262920702595074,positive
975262981109026817,positive
975263057231400960,positive
975263281823744000,neutral
975263322223337472,positive
975263432898482176,positive
975263498249875457,neutral
975263529983971328,positive
975263529946132482,positive
975263576066854912,positive
975263580063916032,neutral
975263704953577472,positive
975263732556218368,neutral
975263754018574336,neutral
975263807584047104,positive
975263844971851776,positive
975263858360246272,positive
975263993265901569,positive
975264000366784512,positive
975264022734999552,positive
975264091689295872,positive
975264178515664896,positive
975264298862825472,neutral
975264348452073472,neutral
975264370149093379,positive
975264396342648833,positive
975264432736514049,neutral
975264522691842053,neutral
975264548969242624,positive
975264576643223554,neutral
975264606594592768,neutral
975264714484719616,positive
975264733153685504,positive
975264741596827648,neutral
975264743140151298,positive
975264810844807170,positive
975264825264754688,neutral
975264917870862336,positive
975264940859805696,positive
975264952821932032,positive
975265011072290816,neutral
975265034472476673,neutral
975265118325018624,neutral
975265293785288704,positive
975265320196767744,positive
975265322247819264,positive
975265312055554048,neutral
975265356238413825,positive
975265363599400960,positive
975265382687678464,neutral
975265394918346753,positive
975265482688344064,positive
975265492968423425,neutral
975265551336509440,neutral
975265551894249473,positive
975265623440871429,positive
975265654348578816,neutral
975265662544134144,neutral
975265673600491520,positive
975265680575483904,neutral
975265734342430720,neutral
975265835538362378,positive
975265836658298880,positive
975265854832173057,positive
975265856237154305,positive
975265856904159232,positive
975265859223609344,positive
975265872678813697,positive
975265884880154624,neutral
975265910071144449,neutral
975265922746208256,positive
975265945332666368,positive
975266050827677697,positive
975266085351182336,neutral
975266086454157313,positive
975266148928380928,neutral
975266209074626560,positive
